New Column Name,New Column Documentation,Source Column ID,Source Column Documentation,Relationship,Condition,Prerequisite,Meta: Notes
i242o, Did the ulcer ooze pus for at least 2 weeks?sk ul 2+w,Id10232,"(Id10232) For how many days did the ulcer on the foot ooze pus? Calculated as: if(${Id10232_units}='days', ${Id10232_a} div 30,${Id10232_b})",ge,14,,
i243o," During the illness that led to death, did (s)he have any skin rash?sk rash",Id10233,"(Id10233) During the illness that led to death, did (s)he have any skin rash?",eq,yes,,
i244o, Did (s)he have the skin rash for less than one week?sk ra <1w,Id10234,(Id10234) For how many days did (s)he have the skin rash?,lt,7,,
i245o, Did (s)he have the skin rash for at least one week?sk ra 1+w,Id10234,(Id10234) For how many days did (s)he have the skin rash?,ge,7,,
i246o, Did (s)he have a rash on the face?sk ra face,Id10235,(Id10235) Where was the rash?,eq,face,,
i247o, Did (s)he have a rash on the trunk or abdomen?sk ra abd,Id10235,(Id10235) Where was the rash?,eq,abdomen,,
i248a, Did (s)he have a rash on the extremities?sk ra ext,Id10235,(Id10235) Where was the rash?,eq,extremities,,
i249o, Did (s)he have a rash everywhere?sk ra all,Id10235,(Id10235) Where was the rash?,eq,everywhere,,
i250a, Did (s)he have measles rash?sk ra meas,Id10236,(Id10236) Did (s)he have measles rash (use local term)?,eq,yes,,
i251o, Did (s)he ever have shingles or herpes zoster?sk ra herp,Id10237,(Id10237) Did (s)he ever have shingles or herpes zoster?,eq,yes,,
i252o," During the illness that led to death, did her/his skin flake off in patches?sk flake",Id10238,"(Id10238) During the illness that led to death, did her/his skin flake off in patches?",eq,yes,,
i254o," During the illness that led to death, did he/she have areas of the skin that turned black?sk black",Id10239,"(Id10239) During the illness that led to death, did he/she have areas of the skin that turned black?",eq,yes,,
i253o," During the illness that led to death, did he/she have areas of the skin with redness and swelling?sk red",Id10240,"(Id10240) During the illness that led to death, did he/she have areas of the skin with redness and swelling?",eq,yes,,
i255o," During the illness that led to death, did (s)he bleed from anywhere?bleed",Id10241,"(Id10241) During the illness that led to death, did (s)he bleed from anywhere?",eq,yes,,
i256o," Did (s)he bleed from the nose, mouth or anus?bld orif",Id10242,"(Id10242) Did (s)he bleed from the nose, mouth or anus?",eq,yes,,
i257o," During the illness that led to death, did (s)he have noticeable weight loss?wt loss",Id10243,(Id10243) Did (s)he have noticeable weight loss?,eq,yes,,
i258o, Was (s)he severely thin or wasted?wt waste,Id10244,(Id10244) Was (s)he severely thin or wasted?,eq,yes,,
i259o," During the illness that led to death, did s/he have a whitish rash inside the mouth or on the tongue?wht rash",Id10245,"(Id10245) During the illness that led to death, did s/he have a whitish rash inside the mouth or on the tongue?",eq,yes,,
i260a," During the illness that led to death, did (s)he have stiffness of the whole body or was unable to open the mouth?stiff",Id10246,(Id10246) Did (s)he have stiffness of the whole body or was unable to open the mouth?,eq,yes,,
i261o," During the illness that led to death, did (s)he have puffiness of the face?sw pu face",Id10247,(Id10247) Did (s)he have puffiness of the face?,eq,yes,,
i262a, Did (s)he have puffiness of the face for at least one week before death?sw p f 1+w,Id10248,"(Id10248) For how many days did (s)he have puffiness of the face? Calculated as: if(${Id10248_units}='days', ${Id10248_a} div 30,${Id10248_b})",ge,7,,
i262c,"During the illness that led to death, did (s)he have swollen legs or feet?sw lg ft",Id10249,"(Id10249) During the illness that led to death, did (s)he have swollen legs or feet?",eq,yes,,
i265o, Did the swelling last for at least 3 days before death?sw lf 3+d,Id10250,"(Id10250) How many days did the swelling last? Calculated as: if(${Id10250_units}='days', ${Id10250_a} div 30,${Id10250_b})",ge,3,,
i266a, Did (s)he have both feet swollen?sw lf bth,Id10251,(Id10251) Did (s)he have both feet swollen?,eq,yes,,
i266b," During the illness that led to death, did (s)he have general puffiness all over his/her body?sw puf all",Id10252,(Id10252) Did (s)he have general puffiness all over his/her body?,eq,yes,,
i267o," During the illness that led to death, did (s)he have any lumps?lumps",Id10253,(Id10253) Did (s)he have any lumps?,eq,yes,,
i268o, Did (s)he have any lumps or lesions in the mouth?lm mou,Id10254,(Id10254) Did (s)he have any lumps or lesions in the mouth?,eq,yes,,
i269o, Did (s)he have any lumps in the neck?lm nck,Id10255,(Id10255) Did (s)he have any lumps on the neck?,eq,yes,,
i271o, Did (s)he have any lumps in the armpit?lm arm,Id10256,(Id10256) Did (s)he have any lumps on the armpit?,eq,yes,,
i272o, Did (s)he have any lumps in the groin?lm grn,Id10257,(Id10257) Did (s)he have any lumps on the groin?,eq,yes,,
i273o," During the illness that led to death, was (s)he in any way paralysed?paral",Id10258,(Id10258) Was (s)he in any way paralysed?,eq,yes,,
i274a, Did (s)he have paralysis of only one side of the body?par 1 side,Id10259,(Id10259) Did (s)he have paralysis of only one side of the body?,eq,yes,,
i277o, Was only the right side of the body paralysed?par rs,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,right_side,,
i278o, Was only the left side of the body paralysed?par ls,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,left_side,,
i279o, Was only the lower part of the body paralysed?par lo,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,lower_part_of_body,,
i281o, Was only the upper part of the body paralysed?par up,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,upper_part_of_body,,
i282o, Was only one leg paralysed?par leg,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,one_leg_only,,
i283o, Was only one arm paralysed?par arm,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,one_arm_only,,
i284o, Was the entire body paralysed?par all,Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,whole_body,,
i286o," During the illness that led to death, did (s)he have difficulty swallowing?swallow",Id10261,(Id10261) Did (s)he have difficulty swallowing?,eq,yes,,
i287o, Did (s)he have difficulty swallowing for at least one week before death?swa 1+w,Id10262,"(Id10262) For how many days before death did (s)he have difficulty swallowing? Calculated as: if(${Id10262_units}='days', ${Id10262_a} div 30,${Id10262_b})",ge,7,,
i288o, Did (s)he have difficulty with swallowing solids?swa sol,Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,both,,
i289o, Did (s)he have difficulty with swallowing solids?swa sol,Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,solids,,
i485o, Did (s)he have difficulty with swallowing liquids?swa liq,Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,liquids,,
i486o, Did (s)he have difficulty with swallowing liquids?swa liq,Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,both,,
i294o, Did (s)he have pain upon swallowing?swa pain,Id10264,(Id10264) Did (s)he have pain upon swallowing?,eq,yes,,
i296o," During the illness that led to death, did (s)he have yellow discolouration of the eyes?yellow",Id10265,(Id10265) Did (s)he have yellow discoloration of the eyes?,eq,yes,,
i299o, Did (s)he have the yellow discolouration for at least 3 weeks before death?yell 3+w,Id10266,"(Id10266) For how many days did (s)he have the yellow discoloration? Calculated as: if(${Id10266_units}='days', ${Id10266_a} div 30,${Id10266_b})",ge,21,,
i300o," During the illness that led to death, did her/his hair change to a reddish or yellowish colour?hair",Id10267,(Id10267) Did her/his hair change in color to a reddish or yellowish color?,eq,yes,,
i301o," During the illness that led to death, did (s)he look pale (thinning/lack of blood) or have pale palms, eyes or nail beds?pale",Id10268,"(Id10268) Did (s)he look pale (thinning/lack of blood) or have pale palms, eyes or nail beds?",eq,yes,,
i302o," During the illness that led to death, did (s)he have sunken eyes?eyes sunk",Id10269,(Id10269) Did (s)he have sunken eyes?,eq,yes,,
i303a," During the illness that led to death, did (s)he drink a lot more water than usual?drink ++",Id10270,(Id10270) Did (s)he drink a lot more water than usual?,eq,yes,,
i305o, Was the baby able to suckle or bottle-feed within the first 24 hours after birth?suckle,Id10271,(Id10271) Was the baby able to suckle or bottle-feed within the first 24 hours after birth?,eq,yes,,
i312o, Did the baby ever suckle in a normal way?suck ev,Id10272,(Id10272) Did the baby ever suckle in a normal way?,eq,yes,,
i313o, Did the baby stop suckling?suck st,Id10273,(Id10273) Did the baby stop suckling?,eq,yes,,
i314o, Did the baby stop suckling on the 2nd day of life or later?suck st d1,Id10274,"(Id10274) How many days after birth did the baby stop suckling? Calculated as: if(selected(${isNeonatal}, '1'), ${Id10274_a},if(${Id10274_units}='days', ${Id10274_b},${Id10274_c} * 30))",ge,2,,
i306o, Did the baby have convulsions starting within the first 24 hours of life?conv d0,Id10275,(Id10275) Did the baby have convulsions starting within the first 24 hours of life?,eq,yes,,
i334o, Did the baby have convulsions starting more than 24 hours after birth?conv d1+,Id10276,(Id10276) Did the baby have convulsions starting more than 24 hours after birth?,eq,yes,,
i333o," Did the baby's body become stiff, with the back arched backwards?stiff",Id10277,"(Id10277) Did the baby's body become stiff, with the back arched backwards?",eq,yes,,
i308o," During the illness that led to death, did the baby have a bulging or raised fontanelle?font up",Id10278,"(Id10278) During the illness that led to death, did the baby have a bulging or raised fontanelle? ",eq,yes,,
i310o," During the illness that led to death, did the baby have a sunken fontanelle?font lo",Id10279,"(Id10279) During the illness that led to death, did the baby have a sunken fontanelle? ",eq,yes,,
i304o," During the illness that led to death, did the baby become unresponsive or unconscious?unresp",Id10281,"(Id10281) During the illness that led to death, did the baby become unresponsive or unconscious?",eq,yes,,
i304a," Did the baby become unresponsive or unconscious soon after birth, within less than 24 hours?unc d0",Id10282,"(Id10282) Did the baby become unresponsive or unconscious soon after birth, within less than 24 hours?",eq,yes,,
i309a, Did the baby become unresponsive or unconscious more than 24 hours after birth?unc d1+,Id10283,(Id10283) Did the baby become unresponsive or unconscious more than 24 hours after birth?,eq,yes,,
i309b," During the illness that led to death, did the baby become cold to touch?cold",Id10284,"(Id10284) During the illness that led to death, did the baby become cold to touch?",eq,yes,,
i317a, Was the baby more than 3 days old when it started feeling cold to touch?cold 3+d,Id10285,(Id10285) How many days old was the baby when it started feeling cold to touch?,gt,3,,
i317b," During the illness that led to death, did the baby become lethargic, after a period of normal activity?lethargy",Id10286,"(Id10286) During the illness that led to death, did the baby become lethargic after a period of normal activity?",eq,yes,,
i321o, Did the baby have redness or discharge from the umbilical cord stump?umbil dis,Id10287,(Id10287) Did the baby have redness or pus drainage from the umbilical cord stump?,eq,yes,,
i322a," During the illness that led to death, did the baby have skin ulcer(s) or pits?sk ulcer",Id10288,"(Id10288) During the illness that led to death, did the baby have skin ulcer(s) or pits?",eq,yes,,
i325o," During the illness that led to death, did the baby have yellow skin, palms (hand) or soles (foot)?yellow",Id10289,"(Id10289) During the illness that led to death, did the baby have yellow skin, palms (hand) or soles (foot)?",eq,yes,,
i327o, Did the baby or infant appear to be healthy and then just die suddenly?sudd d,Id10290,(Id10290) Did the baby or infant appear to be healthy and then just die suddenly?,eq,yes,,
i323o," During the illness that led to death, did she have any swelling or lump in the breast?sw lm bre",Id10294,(Id10294) Did she have any swelling or lump in the breast?,eq,yes,,
i324o," During the illness that led to death, did she have any ulcers (pits) in the breast?sw ul bre",Id10295,(Id10295) Did she have any ulcers (pits) in the breast?,eq,yes,,
i328o, Did she ever have a period or menstruate?menstr,Id10296,(Id10296) Did she ever have a period or menstruate?,eq,yes,,
i329a," During the illness that led to death, did she have excessive vaginal bleeding in between menstrual periods?men betw",Id10297,"(Id10297) When she had her period, did she have vaginal bleeding in between menstrual periods?",eq,yes,,
i329b, Was the bleeding excessive?men exc,Id10298,(Id10298) Was the bleeding excessive?,eq,yes,,
i322b, Did her menstrual period stop naturally because of menopause?men mpse,Id10299,(Id10299) Did her menstrual period stop naturally because of menopause or removal of uterus?,eq,yes,,
i331o, Did she have vaginal bleeding after cessation of menstruation?men mp bl,Id10300,(Id10300) Did she have vaginal bleeding after cessation of menstruation?,eq,yes,,
i332a, Was there excessive vaginal bleeding in the week prior to death?vb <1w,Id10301,(Id10301) Was there excessive vaginal bleeding in the week prior to death?,eq,yes,,
i342o, At the time of death was her period overdue?men late,Id10302,(Id10302) At the time of death was her period overdue?,eq,yes,,
i343o, Had her period been overdue for at least 4 weeks?men l 4+w,Id10303,(Id10303) For how many weeks had her period been overdue?,ge,4,,
i344o, Did she have a sharp pain in her abdomen shortly before death?obs pain,Id10304,(Id10304) Did she have a sharp pain in her belly (abdomen) shortly before death?,eq,yes,,
i330o, Was she pregnant at the time of death?pregnant,Id10305,(Id10305) Was she pregnant at the time of death?,eq,yes,,
i337a," Did she die within 6 weeks of delivery, abortion or miscarriage?d <6w pend",Id10306,"(Id10306) Did she die within 6 weeks of delivery, abortion or miscarriage?",eq,yes,,
i337b," Was she, or had she been, pregnant for less than 6 months when she died?d <6m pr",Id10309,(Id10309) For how many months was she pregnant?,lt,6,,
i337c," Please confirm: When she died, she was NEITHER pregnant NOR had recently been pregnant NOR had recently delivered when she died - is that right?not preg",Id10310,"(Id10310) Please confirm, when she died, she was NEITHER pregnant NOR had delivered, had an abortion, or miscarried within 12 months of when she died--is that right?",eq,yes,,
i337d," Did she die during labour, but before delivery?d lab",Id10312,(Id10312) Did she die during labour or delivery?,eq,yes,,
i337e," Did she die during labour, but before delivery?d lab",Id10313,(Id10313) Did she die after delivering a baby?,eq,yes,,
i319a, Did she die within 24 hours after delivery?d <24h del,Id10314,(Id10314) Did she die within 24 hours after delivery?,eq,yes,,
i320o, Did she die within 6 weeks of childbirth?d <6w chb,Id10315,"(Id10315) Did she die within 6 weeks of childbirth? Calculated as: if(${Id10306}='no', ${Id10306}, ${Id10315_a})",eq,yes,,
i340o, Did she give birth to a live baby (within 6 weeks of her death)?live baby,Id10316,(Id10316) Did she give birth to a live baby (within 6 weeks of her death)?,eq,yes,,
i354o, Did she die during or after a multiple pregnancy?mult pr,Id10317,(Id10317) Did she die during or after a multiple pregnancy?,eq,yes,,
i363o, Was she breastfeeding the child in the days before death?br feed,Id10318,(Id10318) Was she breastfeeding the child in the days before death?,eq,yes,,
i365o, Did she die during or after her first pregnancy?1st pr.  HERE,Id10319,"(Id10319) How many births, including stillbirths, did she/the mother have before this baby?",eq,0,,
i367a, Did she have four or more pregnancies before this one?4+ pr,Id10319,"(Id10319) How many births, including stillbirths, did she/the mother have before this baby?",ge,4,,
i367b, Had she had any previous Caesarean section?prev cs,Id10320,(Id10320) Had she had any previous Caesarean section?,eq,yes,,
i369o," During pregnancy, did she suffer from high blood pressure?pr hypt",Id10321,"(Id10321) During pregnancy, did she suffer from high blood pressure?",eq,yes,,
i370o, Did she have foul smelling vaginal discharge during pregnancy or after delivery?pr disch,Id10322,(Id10322) Did she have foul smelling vaginal discharge during pregnancy or after delivery?,eq,yes,,
i371o," During the last 3 months of pregnancy, did she suffer from convulsions?pr conv",Id10323,"(Id10323) During the last 3 months of pregnancy, did she suffer from convulsions?",eq,yes,,
i372o, During the last 3 months of pregnancy did she suffer from blurred vision?pr bl vis,Id10324,(Id10324) During the last 3 months of pregnancy did she suffer from blurred vision?,eq,yes,,
i373o, Did she have excessive bleeding during pregnancy or shortly after delivery?pr bleed,Id10325,(Id10325) Did bleeding occur while she was pregnant?,eq,yes,,
i382a, Was there vaginal bleeding during the first 6 months of pregnancy?pr bl <6m,Id10326,(Id10326) Was there vaginal bleeding during the first 6 months of pregnancy?,eq,yes,,
i383o, Was there vaginal bleeding during the last 3 months of pregnancy but before labour started?pr bl 6+m,Id10327,(Id10327) Was there vaginal bleeding during the last 3 months of pregnancy but before labour started?,eq,yes,,
i384o," Did she have excessive bleeding during labour, before delivery?pr bl lab",Id10328,(Id10328) Did she have excessive bleeding during labour or delivery?,eq,yes,,
i385a, Did she have excessive bleeding after delivery or abortion?pr bl ppt,Id10329,(Id10329) Did she have excessive bleeding after delivery or abortion?,eq,yes,,
i385b, Was the placenta completely delivered?plnta del,Id10330,(Id10330) Was the placenta completely delivered?,eq,yes,,
i387o, Did she deliver or try to deliver an abnormally positioned baby?del ab pos,Id10331,(Id10331) Did she deliver or try to deliver an abnormally positioned baby?,eq,yes,,
i388o, Did her labour last longer than 24 hours?lab 24+h,Id10332,(Id10332) For how many hours was she in labour?,gt,24,,
i389o, Did she attempt to terminate the pregnancy?term att,Id10333,(Id10333) Did she attempt to terminate the pregnancy?,eq,yes,,
i391o, Did she recently have a pregnancy that ended in an abortion (spontaneous or induced)?abort,Id10334,(Id10334) Did she recently have a pregnancy that ended in an abortion (spontaneous or induced)?,eq,yes,,
i393o, Did she die during an abortion?d in abort,Id10335,(Id10335) Did she die during an abortion?,eq,yes,,
i395o, Did she die within 6 weeks of having an abortion?d after ab,Id10336,(Id10336) Did she die within 6 weeks of having an abortion?,eq,yes,,
i396o, Did the mother deliver at a health facility or clinic?del hfac,Id10337,(Id10337) Where did she give birth?,eq,other_health_facility,,
i397o, Did the mother deliver at a health facility or clinic?del hfac,Id10337,(Id10337) Where did she give birth?,eq,hospital,,
i398o, Did the mother deliver at home?del home,Id10337,(Id10337) Where did she give birth?,eq,home,,
i399o, Did the mother deliver elsewhere (not at a health facility nor at home)?del else,Id10337,(Id10337) Where did she give birth?,eq,other,,
i400o, Did the mother deliver elsewhere (not at a health facility nor at home)?del else,Id10337,(Id10337) Where did she give birth?,eq,on_route_to_hospital_or_facility,,
i401o, Did she receive professional assistance during the delivery?del prof,Id10338,(Id10338) Did she receive professional assistance during the delivery?,eq,yes,,
i402o, Did she have an operation to remove her uterus shortly before death?hyster,Id10340,(Id10340) Did she have an operation to remove her uterus shortly before death?,eq,yes,,
i403o," Was the delivery normal vaginal, without forceps or vacuum?del norm",Id10342,"(Id10342) Was the delivery normal vaginal, without forceps or vacuum?",eq,yes,,
i404o," Was the delivery vaginal, with forceps or vacuum?del assist",Id10343,"(Id10343) Was the delivery vaginal, with forceps or vacuum?",eq,yes,,
i405o, Was the delivery a Caesarean section?del cs,Id10344,(Id10344) Was the delivery a Caesarean section?,eq,yes,,
i406o, Was her baby born more than one month early?del >1m ea,Id10347,(Id10347) Was the baby born more than one month early?,eq,yes,,
i411o, Was the child part of a multiple  birth?mult bir,Id10354,(Id10354) Was the child part of a multiple  birth?,eq,yes,,
i413o," If the child was part of a multiple birth, was it born first?mult fir",Id10355,"(Id10355) Was the child the first, second, or later in the birth order?",eq,first,,
i413a, Is the child's mother still alive?moth aliv,Id10356,(Id10356) Is the mother still alive?,eq,yes,,
i413b, Did the child's mother die during or shortly after the delivery?moth d del,Id10357,"(Id10357) Did the mother die before, during or after the delivery?",eq,during_delivery,,
i414o, Did the child's mother die during or shortly after the delivery?moth d del,Id10357,"(Id10357) Did the mother die before, during or after the delivery?",eq,after_delivery,,
i414a, Did the child's mother die in the baby's first year of life?,Id10358,Months,lt,12,,
i414b, Did the child's mother die in the baby's first year of life?,Id10359,Days,lt,365,,
i418o, Was the baby born in a health facility or clinic?born fac,Id10360,(Id10360) Where was the deceased born?,eq,other_health_facility,,
i419o, Was the baby born in a health facility or clinic?born fac,Id10360,(Id10360) Where was the deceased born?,eq,hospital,,
i420o, Was the baby born at home?born home,Id10360,(Id10360) Where was the deceased born?,eq,home,,
i421o, Was the baby born somewhere else (e.g. on the way to a clinic)?born on way,Id10360,(Id10360) Where was the deceased born?,eq,on_route_to_hospital_or_facility,,
i422o, Was the baby born somewhere else (e.g. on the way to a clinic)?born on way,Id10360,(Id10360) Where was the deceased born?,eq,other,,
i423o, Did the mother receive professional assistance during the delivery?born prof,Id10361,(Id10361) Did you/the mother receive professional assistance during the delivery?,eq,yes,,
i424o," At birth, was the baby of usual size?bwt norm",Id10362,"(Id10362) At birth, was the baby of usual size?",eq,yes,,
i425o," At birth, was the baby smaller than normal (weighing under 2.5 kg)?bwt small",Id10363,"(Id10363) At birth, was the baby smaller than usual, (weighing under 2.5 kg)?",eq,yes,,
i426o,,,,,,,
i446o,,,,,,,
