New Column Name,New Column Documentation,Source Column ID,Source Column Documentation,Relationship,Condition,Prerequisite,Meta: Notes
i241o," During the illness that led to death, did (s)he bleed from anywhere?bleed",-Id10241,"(Id10241) During the illness that led to death, did (s)he bleed from anywhere?",eq,yes,,
i242o," Did (s)he bleed from the nose, mouth or anus?bld orif",-Id10242,"(Id10242) Did (s)he bleed from the nose, mouth or anus?",eq,yes,,
i243o," During the illness that led to death, did (s)he have noticeable weight loss?wt loss",-Id10243,(Id10243) Did (s)he have noticeable weight loss?,eq,yes,,
i244o, Was (s)he severely thin or wasted?wt waste,-Id10244,(Id10244) Was (s)he severely thin or wasted?,eq,yes,,
i245o," During the illness that led to death, did s/he have a whitish rash inside the mouth or on the tongue?wht rash",-Id10245,"(Id10245) During the illness that led to death, did s/he have a whitish rash inside the mouth or on the tongue?",eq,yes,,
i246o," During the illness that led to death, did (s)he have stiffness of the whole body or was unable to open the mouth?stiff",-Id10246,(Id10246) Did (s)he have stiffness of the whole body or was unable to open the mouth?,eq,yes,,
i247o," During the illness that led to death, did (s)he have puffiness of the face?sw pu face",-Id10247,(Id10247) Did (s)he have puffiness of the face?,eq,yes,,
i248a, Did (s)he have puffiness of the face for at least one week before death?sw p f 1+w,-Id10248,"(Id10248) For how many days did (s)he have puffiness of the face? Calculated as: if(${Id10248_units}='days', ${Id10248_a} div 30,${Id10248_b})",ge,7,,
i249o,"During the illness that led to death, did (s)he have swollen legs or feet?sw lg ft",-Id10249,"(Id10249) During the illness that led to death, did (s)he have swollen legs or feet?",eq,yes,,
i250a, Did the swelling last for at least 3 days before death?sw lf 3+d,-Id10250,"(Id10250) How many days did the swelling last? Calculated as: if(${Id10250_units}='days', ${Id10250_a} div 30,${Id10250_b})",ge,3,,
i251o, Did (s)he have both feet swollen?sw lf bth,-Id10251,(Id10251) Did (s)he have both feet swollen?,eq,yes,,
i252o," During the illness that led to death, did (s)he have general puffiness all over his/her body?sw puf all",-Id10252,(Id10252) Did (s)he have general puffiness all over his/her body?,eq,yes,,
i253o," During the illness that led to death, did (s)he have any lumps?lumps",-Id10253,(Id10253) Did (s)he have any lumps?,eq,yes,,
i254o, Did (s)he have any lumps or lesions in the mouth?lm mou,-Id10254,(Id10254) Did (s)he have any lumps or lesions in the mouth?,eq,yes,,
i255o, Did (s)he have any lumps in the neck?lm nck,-Id10255,(Id10255) Did (s)he have any lumps on the neck?,eq,yes,,
i256o, Did (s)he have any lumps in the armpit?lm arm,-Id10256,(Id10256) Did (s)he have any lumps on the armpit?,eq,yes,,
i257o, Did (s)he have any lumps in the groin?lm grn,-Id10257,(Id10257) Did (s)he have any lumps on the groin?,eq,yes,,
i258o," During the illness that led to death, was (s)he in any way paralysed?paral",-Id10258,(Id10258) Was (s)he in any way paralysed?,eq,yes,,
i259o, Did (s)he have paralysis of only one side of the body?par 1 side,-Id10259,(Id10259) Did (s)he have paralysis of only one side of the body?,eq,yes,,
i260a, Was only the right side of the body paralysed?par rs,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,right_side,,
i260b, Was only the left side of the body paralysed?par ls,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,left_side,,
i260c, Was only the lower part of the body paralysed?par lo,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,lower_part_of_body,,
i260d, Was only the upper part of the body paralysed?par up,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,upper_part_of_body,,
i260e, Was only one leg paralysed?par leg,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,one_leg_only,,
i260f, Was only one arm paralysed?par arm,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,one_arm_only,,
i260g, Was the entire body paralysed?par all,-Id10260,(Id10260) Which were the limbs or body parts paralysed?,eq,whole_body,,
i261o," During the illness that led to death, did (s)he have difficulty swallowing?swallow",-Id10261,(Id10261) Did (s)he have difficulty swallowing?,eq,yes,,
i262a, Did (s)he have difficulty swallowing for at least one week before death?swa 1+w,-Id10262,"(Id10262) For how many days before death did (s)he have difficulty swallowing? Calculated as: if(${Id10262_units}='days', ${Id10262_a} div 30,${Id10262_b})",ge,7,,
i263a, Did (s)he have difficulty with swallowing solids?swa sol,-Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,both,,
i263a, Did (s)he have difficulty with swallowing solids?swa sol,-Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,solids,,
i263b, Did (s)he have difficulty with swallowing liquids?swa liq,-Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,liquids,,
i263b, Did (s)he have difficulty with swallowing liquids?swa liq,-Id10263,"(Id10263) Was the difficulty with swallowing with solids, liquids, or both?",eq,both,,
i264o, Did (s)he have pain upon swallowing?swa pain,-Id10264,(Id10264) Did (s)he have pain upon swallowing?,eq,yes,,
i265o," During the illness that led to death, did (s)he have yellow discolouration of the eyes?yellow",-Id10265,(Id10265) Did (s)he have yellow discoloration of the eyes?,eq,yes,,
i266a, Did (s)he have the yellow discolouration for at least 3 weeks before death?yell 3+w,-Id10266,"(Id10266) For how many days did (s)he have the yellow discoloration? Calculated as: if(${Id10266_units}='days', ${Id10266_a} div 30,${Id10266_b})",ge,21,,
i267o," During the illness that led to death, did her/his hair change to a reddish or yellowish colour?hair",-Id10267,(Id10267) Did her/his hair change in color to a reddish or yellowish color?,eq,yes,,
i268o," During the illness that led to death, did (s)he look pale (thinning/lack of blood) or have pale palms, eyes or nail beds?pale",-Id10268,"(Id10268) Did (s)he look pale (thinning/lack of blood) or have pale palms, eyes or nail beds?",eq,yes,,
i269o," During the illness that led to death, did (s)he have sunken eyes?eyes sunk",-Id10269,(Id10269) Did (s)he have sunken eyes?,eq,yes,,
i270o," During the illness that led to death, did (s)he drink a lot more water than usual?drink ++",-Id10270,(Id10270) Did (s)he drink a lot more water than usual?,eq,yes,,
i271o, Was the baby able to suckle or bottle-feed within the first 24 hours after birth?suckle,-Id10271,(Id10271) Was the baby able to suckle or bottle-feed within the first 24 hours after birth?,eq,yes,,
i272o, Did the baby ever suckle in a normal way?suck ev,-Id10272,(Id10272) Did the baby ever suckle in a normal way?,eq,yes,,
i273o, Did the baby stop suckling?suck st,-Id10273,(Id10273) Did the baby stop suckling?,eq,yes,,
i274a, Did the baby stop suckling on the 2nd day of life or later?suck st d1,-Id10274,"(Id10274) How many days after birth did the baby stop suckling? Calculated as: if(selected(${isNeonatal}, '1'), ${Id10274_a},if(${Id10274_units}='days', ${Id10274_b},${Id10274_c} * 30))",ge,2,,
i275o, Did the baby have convulsions starting within the first 24 hours of life?conv d0,-Id10275,(Id10275) Did the baby have convulsions starting within the first 24 hours of life?,eq,yes,,
i276o, Did the baby have convulsions starting more than 24 hours after birth?conv d1+,-Id10276,(Id10276) Did the baby have convulsions starting more than 24 hours after birth?,eq,yes,,
i277o," Did the baby's body become stiff, with the back arched backwards?stiff",-Id10277,"(Id10277) Did the baby's body become stiff, with the back arched backwards?",eq,yes,,
i278o," During the illness that led to death, did the baby have a bulging or raised fontanelle?font up",-Id10278,"(Id10278) During the illness that led to death, did the baby have a bulging or raised fontanelle? ",eq,yes,,
i279o," During the illness that led to death, did the baby have a sunken fontanelle?font lo",-Id10279,"(Id10279) During the illness that led to death, did the baby have a sunken fontanelle? ",eq,yes,,
i281o," During the illness that led to death, did the baby become unresponsive or unconscious?unresp",-Id10281,"(Id10281) During the illness that led to death, did the baby become unresponsive or unconscious?",eq,yes,,
i282o," Did the baby become unresponsive or unconscious soon after birth, within less than 24 hours?unc d0",-Id10282,"(Id10282) Did the baby become unresponsive or unconscious soon after birth, within less than 24 hours?",eq,yes,,
i283o, Did the baby become unresponsive or unconscious more than 24 hours after birth?unc d1+,-Id10283,(Id10283) Did the baby become unresponsive or unconscious more than 24 hours after birth?,eq,yes,,
i284o," During the illness that led to death, did the baby become cold to touch?cold",-Id10284,"(Id10284) During the illness that led to death, did the baby become cold to touch?",eq,yes,,
i285a, Was the baby more than 3 days old when it started feeling cold to touch?cold 3+d,-Id10285,(Id10285) How many days old was the baby when it started feeling cold to touch?,gt,3,,
i286o," During the illness that led to death, did the baby become lethargic, after a period of normal activity?lethargy",-Id10286,"(Id10286) During the illness that led to death, did the baby become lethargic after a period of normal activity?",eq,yes,,
i287o, Did the baby have redness or discharge from the umbilical cord stump?umbil dis,-Id10287,(Id10287) Did the baby have redness or pus drainage from the umbilical cord stump?,eq,yes,,
i288o," During the illness that led to death, did the baby have skin ulcer(s) or pits?sk ulcer",-Id10288,"(Id10288) During the illness that led to death, did the baby have skin ulcer(s) or pits?",eq,yes,,
i289o," During the illness that led to death, did the baby have yellow skin, palms (hand) or soles (foot)?yellow",-Id10289,"(Id10289) During the illness that led to death, did the baby have yellow skin, palms (hand) or soles (foot)?",eq,yes,,
i290o, Did the baby or infant appear to be healthy and then just die suddenly?sudd d,-Id10290,(Id10290) Did the baby or infant appear to be healthy and then just die suddenly?,eq,yes,,
i294o," During the illness that led to death, did she have any swelling or lump in the breast?sw lm bre",-Id10294,(Id10294) Did she have any swelling or lump in the breast?,eq,yes,,
i295o," During the illness that led to death, did she have any ulcers (pits) in the breast?sw ul bre",-Id10295,(Id10295) Did she have any ulcers (pits) in the breast?,eq,yes,,
i296o, Did she ever have a period or menstruate?menstr,-Id10296,(Id10296) Did she ever have a period or menstruate?,eq,yes,,
i297o," During the illness that led to death, did she have excessive vaginal bleeding in between menstrual periods?men betw",-Id10297,"(Id10297) When she had her period, did she have vaginal bleeding in between menstrual periods?",eq,yes,,
i298o, Was the bleeding excessive?men exc,-Id10298,(Id10298) Was the bleeding excessive?,eq,yes,,
i299o, Did her menstrual period stop naturally because of menopause?men mpse,-Id10299,(Id10299) Did her menstrual period stop naturally because of menopause or removal of uterus?,eq,yes,,
i300o, Did she have vaginal bleeding after cessation of menstruation?men mp bl,-Id10300,(Id10300) Did she have vaginal bleeding after cessation of menstruation?,eq,yes,,
i301o, Was there excessive vaginal bleeding in the week prior to death?vb <1w,-Id10301,(Id10301) Was there excessive vaginal bleeding in the week prior to death?,eq,yes,,
i302o, At the time of death was her period overdue?men late,-Id10302,(Id10302) At the time of death was her period overdue?,eq,yes,,
i303a, Had her period been overdue for at least 4 weeks?men l 4+w,-Id10303,(Id10303) For how many weeks had her period been overdue?,ge,4,,
i304o, Did she have a sharp pain in her abdomen shortly before death?obs pain,-Id10304,(Id10304) Did she have a sharp pain in her belly (abdomen) shortly before death?,eq,yes,,
i305o, Was she pregnant at the time of death?pregnant,-Id10305,(Id10305) Was she pregnant at the time of death?,eq,yes,,
i306o," Did she die within 6 weeks of delivery, abortion or miscarriage?d <6w pend",-Id10306,"(Id10306) Did she die within 6 weeks of delivery, abortion or miscarriage?",eq,yes,,
i309o," Was she, or had she been, pregnant for less than 6 months when she died?d <6m pr",-Id10309,(Id10309) For how many months was she pregnant?,eq,yes,,
i310o," Please confirm: When she died, she was NEITHER pregnant NOR had recently been pregnant NOR had recently delivered when she died - is that right?not preg",-Id10310,"(Id10310) Please confirm, when she died, she was NEITHER pregnant NOR had delivered, had an abortion, or miscarried within 12 months of when she died--is that right?",eq,yes,,
i312o," Did she die during labour, but before delivery?d lab",-Id10312,(Id10312) Did she die during labour or delivery?,eq,yes,,
i313o," Did she die during labour, but before delivery?d lab",-Id10313,(Id10313) Did she die after delivering a baby?,eq,yes,,
i314o, Did she die within 24 hours after delivery?d <24h del,-Id10314,(Id10314) Did she die within 24 hours after delivery?,eq,yes,,
i315o, Did she die within 6 weeks of childbirth?d <6w chb,-Id10315,"(Id10315) Did she die within 6 weeks of childbirth? Calculated as: if(${Id10306}='no', ${Id10306}, ${Id10315_a})",eq,yes,,
i316o, Did she give birth to a live baby (within 6 weeks of her death)?live baby,-Id10316,(Id10316) Did she give birth to a live baby (within 6 weeks of her death)?,eq,yes,,
i317o, Did she die during or after a multiple pregnancy?mult pr,-Id10317,(Id10317) Did she die during or after a multiple pregnancy?,eq,yes,,
i318o, Was she breastfeeding the child in the days before death?br feed,-Id10318,(Id10318) Was she breastfeeding the child in the days before death?,eq,yes,,
i319a, Did she die during or after her first pregnancy?1st pr.  HERE,-Id10319,"(Id10319) How many births, including stillbirths, did she/the mother have before this baby?",eq,0,,
i319b, Did she have four or more pregnancies before this one?4+ pr,-Id10319,"(Id10319) How many births, including stillbirths, did she/the mother have before this baby?",ge,4,,
i320o, Had she had any previous Caesarean section?prev cs,-Id10320,(Id10320) Had she had any previous Caesarean section?,eq,yes,,
i321o," During pregnancy, did she suffer from high blood pressure?pr hypt",-Id10321,"(Id10321) During pregnancy, did she suffer from high blood pressure?",eq,yes,,
i322o, Did she have foul smelling vaginal discharge during pregnancy or after delivery?pr disch,-Id10322,(Id10322) Did she have foul smelling vaginal discharge during pregnancy or after delivery?,eq,yes,,
i323o," During the last 3 months of pregnancy, did she suffer from convulsions?pr conv",-Id10323,"(Id10323) During the last 3 months of pregnancy, did she suffer from convulsions?",eq,yes,,
i324o, During the last 3 months of pregnancy did she suffer from blurred vision?pr bl vis,-Id10324,(Id10324) During the last 3 months of pregnancy did she suffer from blurred vision?,eq,yes,,
i325o, Did she have excessive bleeding during pregnancy or shortly after delivery?pr bleed,-Id10325,(Id10325) Did bleeding occur while she was pregnant?,eq,yes,,
i326o, Was there vaginal bleeding during the first 6 months of pregnancy?pr bl <6m,-Id10326,(Id10326) Was there vaginal bleeding during the first 6 months of pregnancy?,eq,yes,,
i327o, Was there vaginal bleeding during the last 3 months of pregnancy but before labour started?pr bl 6+m,-Id10327,(Id10327) Was there vaginal bleeding during the last 3 months of pregnancy but before labour started?,eq,yes,,
i328o," Did she have excessive bleeding during labour, before delivery?pr bl lab",-Id10328,(Id10328) Did she have excessive bleeding during labour or delivery?,eq,yes,,
i329o, Did she have excessive bleeding after delivery or abortion?pr bl ppt,-Id10329,(Id10329) Did she have excessive bleeding after delivery or abortion?,eq,yes,,
i330o, Was the placenta completely delivered?plnta del,-Id10330,(Id10330) Was the placenta completely delivered?,eq,yes,,
i331o, Did she deliver or try to deliver an abnormally positioned baby?del ab pos,-Id10331,(Id10331) Did she deliver or try to deliver an abnormally positioned baby?,eq,yes,,
i332a, Did her labour last longer than 24 hours?lab 24+h,-Id10332,(Id10332) For how many hours was she in labour?,gt,24,,
i333o, Did she attempt to terminate the pregnancy?term att,-Id10333,(Id10333) Did she attempt to terminate the pregnancy?,eq,yes,,
i334o, Did she recently have a pregnancy that ended in an abortion (spontaneous or induced)?abort,-Id10334,(Id10334) Did she recently have a pregnancy that ended in an abortion (spontaneous or induced)?,eq,yes,,
i335o, Did she die during an abortion?d in abort,-Id10335,(Id10335) Did she die during an abortion?,eq,yes,,
i336o, Did she die within 6 weeks of having an abortion?d after ab,-Id10336,(Id10336) Did she die within 6 weeks of having an abortion?,eq,yes,,
i337a, Did the mother deliver at a health facility or clinic?del hfac,-Id10337,(Id10337) Where did she give birth?,eq,other_health_facility,,
i337a, Did the mother deliver at a health facility or clinic?del hfac,-Id10337,(Id10337) Where did she give birth?,eq,hospital,,
i337b, Did the mother deliver at home?del home,-Id10337,(Id10337) Where did she give birth?,eq,home,,
i337c, Did the mother deliver elsewhere (not at a health facility nor at home)?del else,-Id10337,(Id10337) Where did she give birth?,eq,other,,
i337c, Did the mother deliver elsewhere (not at a health facility nor at home)?del else,-Id10337,(Id10337) Where did she give birth?,eq,on_route_to_hospital_or_facility,,
i338o, Did she receive professional assistance during the delivery?del prof,-Id10338,(Id10338) Did she receive professional assistance during the delivery?,eq,yes,,
i340o, Did she have an operation to remove her uterus shortly before death?hyster,-Id10340,(Id10340) Did she have an operation to remove her uterus shortly before death?,eq,yes,,
i342o," Was the delivery normal vaginal, without forceps or vacuum?del norm",-Id10342,"(Id10342) Was the delivery normal vaginal, without forceps or vacuum?",eq,yes,,
i343o," Was the delivery vaginal, with forceps or vacuum?del assist",-Id10343,"(Id10343) Was the delivery vaginal, with forceps or vacuum?",eq,yes,,
i344o, Was the delivery a Caesarean section?del cs,-Id10344,(Id10344) Was the delivery a Caesarean section?,eq,yes,,
i347o, Was her baby born more than one month early?del >1m ea,-Id10347,(Id10347) Was the baby born more than one month early?,eq,yes,,
i354o, Was the child part of a multiple  birth?mult bir,-Id10354,(Id10354) Was the child part of a multiple  birth?,eq,yes,,
i355a," If the child was part of a multiple birth, was it born first?mult fir",-Id10355,"(Id10355) Was the child the first, second, or later in the birth order?",eq,first,,
i356o, Is the child's mother still alive?moth aliv,-Id10356,(Id10356) Is the mother still alive?,eq,yes,,
i357o, Did the child's mother die during or shortly after the delivery?moth d del,-Id10357,"(Id10357) Did the mother die before, during or after the delivery?",eq,during_delivery,,
i357o, Did the child's mother die during or shortly after the delivery?moth d del,-Id10357,"(Id10357) Did the mother die before, during or after the delivery?",eq,after_delivery,,
i358a, Did the child's mother die in the baby's first year of life?,,,,,,
i360a, Was the baby born in a health facility or clinic?born fac,-Id10360,(Id10360) Where was the deceased born?,eq,other_health_facility,,
i360a, Was the baby born in a health facility or clinic?born fac,-Id10360,(Id10360) Where was the deceased born?,eq,hospital,,
i360b, Was the baby born at home?born home,-Id10360,(Id10360) Where was the deceased born?,eq,home,,
i360c, Was the baby born somewhere else (e.g. on the way to a clinic)?born on way,-Id10360,(Id10360) Where was the deceased born?,eq,on_route_to_hospital_or_facility,,
i360c, Was the baby born somewhere else (e.g. on the way to a clinic)?born on way,-Id10360,(Id10360) Where was the deceased born?,eq,other,,
i361o, Did the mother receive professional assistance during the delivery?born prof,-Id10361,(Id10361) Did you/the mother receive professional assistance during the delivery?,eq,yes,,
i362o," At birth, was the baby of usual size?bwt norm",-Id10362,"(Id10362) At birth, was the baby of usual size?",eq,yes,,
i363o," At birth, was the baby smaller than normal (weighing under 2.5 kg)?bwt small",-Id10363,"(Id10363) At birth, was the baby smaller than usual, (weighing under 2.5 kg)?",eq,yes,,
i364o," At birth, was the baby very much smaller than usual, (weighing under 1 kg)?bwt vsmall",-Id10364,"(Id10364) At birth, was the baby very much smaller than usual, (weighing under 1 kg)?",eq,yes,,
i365o," At birth, was the baby larger than normal (weighing over 4.5 kg)?bwt big",-Id10365,"(Id10365) At birth, was the baby larger than usual, (weighing over 4.5 kg)?",eq,yes,,
i367a, Was the baby born during the ninth month (at least 37 weeks) of pregnancy?gest 9m,-Id10367,(Id10367) How many months long was the pregnancy before the child was born?,ge,9,,
i367b, Was the baby born during the eighth month (34 to 37 weeks) of pregnancy?gest 8m,-Id10367,(Id10367) How many months long was the pregnancy before the child was born?,eq,8,,
i367c, Was the baby born before the eighth month (less than 34 weeks) of pregnancy?gest 7m,-Id10367,(Id10367) How many months long was the pregnancy before the child was born?,lt,8,,
i368o," Were there any complications in the late part of the pregnancy (defined as the last 3 months), but before labour?cmp bf lab",-Id10368,"(Id10368) Were there any complications in the late part of the pregnancy (defined as the last 3 months, before labour)? ",eq,yes,,
i369o, Were there any complications during labour or delivery?cmp in lab,-Id10369,(Id10369) Were there any complications during labour or delivery? ,eq,yes,,
i370o," Was any part of the baby physically abnormal at time of delivery? (for example: body part too large or too small, additional growth on body)?abnorm",-Id10370,"(Id10370) Was any part of the baby physically abnormal at time of delivery? (for example: body part too large or too small, additional growth on body)?",eq,yes,,
i371o, Did the baby/child have a swelling or defect on the back?abn back,-Id10371,(Id10371) Did the baby/ child have a swelling or defect on the back at time of birth?,eq,yes,,
i372o, Did the baby/child have a very large head?abn lg hd,-Id10372,(Id10372) Did the baby/ child have a very large head at time of birth?,eq,yes,,
i373o, Did the baby/child have a very small head?abn sm hd,-Id10373,(Id10373) Did the baby/ child have a very small head at time of birth?,eq,yes,,
i376o, Was the baby moving in the last few days before the birth?bab mov,-Id10376,(Id10376) Was the baby moving in the last few days before the birth?,eq,yes,,
i377o, Did the baby stop moving in the womb before labour started?bab st mov,-Id10377,(Id10377) Did the baby stop moving in the womb before labour started?,eq,yes,,
i382a, Did labour and delivery take more than 24 hours?lab 24+h,-Id10382,(Id10382) How many hours did labour and delivery take?,gt,24,,
i383o, Was the baby born 24 hours or more after the waters broke?born 24+h w,-Id10383,(Id10383) Was the baby born 24 hours or more after the water broke?,eq,yes,,
i384o, Was the liquor foul smelling when the waters broke?liq smell,-Id10384,(Id10384) Was the liquor foul smelling?,eq,yes,,
i385a, Was the liquor a green or brown colour when the waters broke?liq gr-br,-Id10385,(Id10385) What was the colour of the liquor when the water broke?,eq,green_or_brown,,
i387o," Was the delivery normal vaginal, without forceps or vacuum?born n del",-Id10387,"(Id10387) Was the delivery normal vaginal, without forceps or vacuum?",eq,yes,,
i388o," Was the delivery vaginal, with forceps or vacuum?born as del",-Id10388,"(Id10388) Was the delivery vaginal, with forceps or vacuum?",eq,yes,,
i389o, Was the delivery a Caesarean section?born cs,-Id10389,(Id10389) Was the delivery a Caesarean section?,eq,yes,,
i391o, Did the child's mother receive any vaccinations since reaching adulthood including during this pregnancy?moth vacc,-Id10391,(Id10391) Did you/the mother receive any vaccinations since reaching adulthood including during this pregnancy?,eq,yes,,
i393o, Did the child's mother receive tetnus toxoid (TT) vaccine?moth tt NOTE: this is differnet in probbase.xls,-Id10393,(Id10393) Did you/the mother receive tetanus toxoid (TT) vaccine?,eq,yes,,
i394a, Was this baby born from the mother's first pregnancy?born 1st pr,-Id10394,"(Id10394) How many births, including stillbirths, did the baby's mother have before this baby?",eq,0,,
i394b, Did the baby's mother have four or more births before this one?born 4+ pr,-Id10394,"(Id10394) How many births, including stillbirths, did the baby's mother have before this baby?",ge,4,,
i395o," During labour, did the baby's mother suffer from fever?moth fev",-Id10395,"(Id10395) During labour, did the baby's mother suffer from fever?",eq,yes,,
i396o," During the last 3 months of pregnancy, labour or delivery, did the baby's mother suffer from high blood pressure?moth hypt",-Id10396,"(Id10396) During the last 3 months of pregnancy, labour or delivery, did you/the baby's mother suffer from high blood pressure?",eq,yes,,
i397o, Did the baby's mother have diabetes mellitus?moth diab,-Id10397,(Id10397) Did you/the baby's mother have diabetes mellitus?,eq,yes,,
i398o, Did the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?moth disch,-Id10398,(Id10398) Did you/the baby's mother have foul smelling vaginal discharge during pregnancy or after delivery?,eq,yes,,
i399o," During the last 3 months of pregnancy, labour or delivery, did the baby's mother suffer from convulsions?moth conv",-Id10399,"(Id10399) During the last 3 months of pregnancy, labour or delivery, did you/the baby's mother suffer from convulsions?",eq,yes,,
i400o, During the last 3 months of pregnancy did the baby's mother suffer from blurred vision?moth bl vis,-Id10400,(Id10400) During the last 3 months of pregnancy did you/the baby's mother suffer from blurred vision?,eq,yes,,
i401o, Did the baby's mother have severe anaemia?moth anaem,-Id10401,(Id10401) Did you/the baby's mother have severe anemia?,eq,yes,,
i402o, Did the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?moth bleed,-Id10402,(Id10402) Did you/the baby's mother have vaginal bleeding during the last 3 months of pregnancy but before labour started?,eq,yes,,
i403o," Did the baby's bottom, feet, arm or hand come out of the vagina before its head?breech",-Id10403,"(Id10403) Did the baby's bottom, feet, arm or hand come out of the vagina before its head?",eq,yes,,
i404o, Was the umbilical cord wrapped more than once around the baby's neck at birth?cord wrap,-Id10404,(Id10404) Was the umbilical cord wrapped more than once around the neck of the child at birth?,eq,yes,,
i405o, Was the umbilical cord delivered first?cord first,-Id10405,(Id10405) Was the umbilical cord delivered first?,eq,yes,,
i406o, Was the baby blue in colour at birth?born blue,-Id10406,(Id10406) Was the baby blue in colour at birth?,eq,yes,,
i408o," Before the illness that led to death, was the baby/child growing normally?grow norm",-Id10408,"(Id10408) Before the illness that led to death, was the baby/the child growing normally?",eq,yes,,
i411o, Did (s)he drink alcohol?alco,-Id10411,(Id10411) Did (s)he drink alcohol?,eq,yes,,
i412o, Did (s)he use tobacco?tobac,-Id10412,(Id10412) Did (s)he use tobacco?,eq,yes,,
i413o," Did (s)he smoke tobacco (cigarette, cigar, pipe, etc.)?smoke",-Id10413,"(Id10413) Did (s)he smoke tobacco (cigarette, cigar, pipe, etc.)?",eq,yes,,
i414a, Did (s)he use non-smoking tobacco?tobac ns,-Id10414,(Id10414) What kind of tobacco did (s)he use ?,eq,chewing_tobacco,,
i415a, Did (s)he smoke at least 10 cigarettes daily?cigs >10,-Id10415,(Id10415) How many cigarettes did (s)he smoke daily?,ge,10,,
i418o, Did (s)he receive any treatment for the illness that led to death?treat,-Id10418,(Id10418) Did (s)he receive any treatment for the illness that led to death?,eq,yes,,
i419o, Did (s)he receive oral rehydration salts?tr ors,-Id10419,(Id10419) Did (s)he receive oral rehydration salts?,eq,yes,,
i420o, Did (s)he receive (or need) intravenous fluids (drip) treatment?tr drip,-Id10420,(Id10420) Did (s)he receive (or need) intravenous fluids (drip) treatment?,eq,yes,,
i421o, Did (s)he receive (or need) a blood transfusion?tr blood,-Id10421,(Id10421) Did (s)he receive (or need) a blood transfusion?,eq,yes,,
i422o, Did (s)he receive (or need) treatment/food through a tube passed through the nose?tr ngt,-Id10422,(Id10422) Did (s)he receive (or need) treatment/food through a tube passed through the nose?,eq,yes,,
i423o, Did (s)he receive (or need) injectable antibiotics?tr inj ab,-Id10423,(Id10423) Did (s)he receive (or need) injectable antibiotics?,eq,yes,,
i424o, Did (s)he receive (or need) antiretroviral therapy (ART)?tr art,-Id10424,(Id10424) Did (s)he receive (or need) antiretroviral therapy (ART)?,eq,yes,,
i425o, Did (s)he have (or need) an operation for the illness?tr oper,-Id10425,(Id10425) Did (s)he have (or need) an operation for the illness?,eq,yes,,
i426o, Did (s)he have the operation within 1 month before death?tr op <1m,-Id10426,(Id10426) Did (s)he have the operation within 1 month before death?,eq,yes,,
i427o, Was (s)he discharged from hospital very ill?tr disc ill,-Id10427,(Id10427) Was (s)he discharged from hospital very ill?,eq,yes,,
i428o, Did (s)he receive appropriate immunizations?immun,-Id10428,(Id10428) Did (s)he receive any immunizations?,eq,yes,,
i450o," In the final days before death, did s/he travel to a hospital or health facility?q trav",-Id10450,"(Id10450) In the final days before death, did s/he travel to a hospital or health facility?",eq,yes,,
i451o, Did (s)he use motorised transport to get to the hospital or health facility?q trans,-Id10451,(Id10451) Did (s)he use motorised transport to get to the hospital or health facility?,eq,yes,,
i452o, Were there any problems during admission to the hospital or health facility?q admit,-Id10452,(Id10452) Were there any problems during admission to the hospital or health facility?,eq,yes,,
i453o," Were there any problems with the way (s)he was treated (medical treatment, procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?q treat",-Id10453,"(Id10453) Were there any problems with the way (s)he was treated (medical treatment, procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?",eq,yes,,
i454o," Were there any problems getting medications, or diagnostic tests in the hospital or health facility?q meds",-Id10454,(Id10454) Were there any problems getting medications or diagnostic tests in the hospital or health facility?,eq,yes,,
i455o, Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?q dist,-Id10455,(Id10455) Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?,eq,yes,,
i456o," In the final days before death, were there any doubts about whether medical care was needed?q doubt",-Id10456,"(Id10456) In the final days before death, were there any doubts about whether medical care was needed?",eq,yes,,
i457o," In the final days before death, was traditional medicine used?q tmed",-Id10457,"(Id10457) In the final days before death, was traditional medicine used?",eq,yes,,
i458o," In the final days before death, did anyone use a telephone or cell phone to call for help?q phone",-Id10458,"(Id10458) In the final days before death, did anyone use a telephone or cell phone to call for help?",eq,yes,,
i459o," Over the course of illness, did the total costs of care and treatment prohibit other household payments?q costs",-Id10459,"(Id10459) Over the course of illness, did the total costs of care and treatment prohibit other household payments?",eq,yes,,
